ID,victim,gang,date,Victim Country,Victim sectors,NumberN/AofN/Aemployees,Sales,Ransom Currency,Ransom Paid
9951.0,WSP,clop,2023-07-26,Canada,Services,,,,
9950.0,SAFILOGROUP,clop,2023-07-26,Italy,Retail,,,,
9949.0,SLEEPCOUNTRY.CA,clop,2023-07-26,Canada,Retail,,,,
9948.0,PLANETHOMELENDING,clop,2023-07-26,USA,Finance,,,,
9947.0,TOYOTABOSHOKU,clop,2023-07-26,Belgium,Industrial,,,,
9946.0,DDCOS,clop,2023-07-26,UK,Services,,,,
9945.0,THEVITALITYGROUP,clop,2023-07-26,USA,Healthcare,,,,
9944.0,METROBANK.PH,clop,2023-07-26,Philippines,Finance,,,,
9943.0,GENESISENERGY,clop,2023-07-26,USA,Energy,,,,
9942.0,GNC,clop,2023-07-26,USA,Consumer,,,,
9941.0,INFORMA,clop,2023-07-26,UK,Technology,,,,
9940.0,EMSBILLING,clop,2023-07-26,USA,Healthcare,,,,
9939.0,AWAZE,clop,2023-07-26,UK,Services,,,,
9938.0,PAYBACK.GROUP,clop,2023-07-26,Germany,Finance,,,,
9937.0,GARRETTMOTION,clop,2023-07-26,Switzerland,Industrial,,,,
9936.0,SMURFITKAPPA,clop,2023-07-26,Ireland,Industrial,,,,
9935.0,MCW.EDU,clop,2023-07-26,USA,Education,,,,
9934.0,GOALSOLUTIONS,clop,2023-07-26,USA,Finance,,,,
9933.0,GENSLER,clop,2023-07-26,USA,Industrial,,,,
9932.0,HINDUJAGROUP,clop,2023-07-26,India,Public,,,,
9931.0,FANUCAMERICA,clop,2023-07-26,USA,Industrial,,,,
9930.0,CHEVRONFCU,clop,2023-07-26,USA,Finance,,,,
9929.0,FERRING,clop,2023-07-26,Switzerland,Industrial,,,,
9928.0,SBMOFFSHORE,clop,2023-07-26,Netherlands,Energy,,,,
9927.0,CAP,clop,2023-07-26,USA,Education,,,,
9926.0,QBITS.CH,clop,2023-07-26,Switzerland,Technology,,,,
9925.0,MESVISION,clop,2023-07-26,USA,Healthcare,,,,
9924.0,PBINFO,clop,2023-07-26,USA,Services,,,,
9923.0,HALLMARKCHANNEL,clop,2023-07-26,USA,Media,,,,
9922.0,MAXIMUS,clop,2023-07-26,USA,Public,,,,
9921.0,ARROW,clop,2023-07-26,USA,Technology,,,,
9920.0,AJOOMAL,clop,2023-07-26,Spain,Services,,,,
9919.0,DRYDOCKS.GOV.AE,clop,2023-07-26,United Arab Emirates,Transportation,,,,
9918.0,HILLROM,clop,2023-07-26,USA,Healthcare,,,,
9917.0,PRO2COL,clop,2023-07-26,UK,Technology,,,,
9916.0,ENCOREANYWHERE,clop,2023-07-26,USA,Technology,,,,
9915.0,AMF.SE,clop,2023-07-26,Sweden,Entertainment,,,,
9914.0,ORAU,clop,2023-07-26,USA,Education,,,,
9913.0,AGILYSYSAP,clop,2023-07-26,USA,Technology,,,,
9908.0,Richardson & Pullen,alphv,2022-04-26,USA,Services,,,,
9907.0,Land Kärnten,alphv,2022-05-23,Austria,Energy,,,,
9905.0,YCUA,alphv,2022-05-12,USA,Energy,,,,
9902.0,vanderpol's,alphv,2022-06-11,USA,Services,,,,
9895.0,OGLETREE,alphv,2022-07-20,USA,Industrial,,,,
9891.0,Chen Moore and Associates,alphv,2022-07-09,USA,Services,,,,
9886.0,Circles of Care,alphv,2022-09-20,USA,Healthcare,,,,
9883.0,Bilthoven Biologicals,alphv,2022-09-30,Netherlands,Industrial,,,,
9882.0,CF Assicurazioni,alphv,2023-07-26,Italy,Finance,,,,
9879.0,GMM Grammy Public Company Limited,alphv,2022-10-26,Thailand,Entertainment,,,,
9877.0,Comresearch,alphv,2022-11-16,USA,Healthcare,,,,
9871.0,SEED CO LTD,alphv,2022-11-27,Japan,Services,,,,
9870.0,ENPPI,alphv,2022-11-27,Egypt,Services,,,,
9865.0,SOLAR INDUSTRIES INDIA,alphv,2023-07-26,India,Industrial,,,,
9864.0,CHARLES P VONDERHAAR CPA,alphv,2023-07-26,USA,Services,,,,
9863.0,Hengmei Optoelectronics Co,alphv,2023-07-26,China,Industrial,,,,
9862.0,thinkweltycom,alphv,2023-07-26,USA,Construction,,,,
9861.0,Empresa Distribuidora de Electricidad del Este,alphv,2023-07-26,Dominican Republic,Energy,,,,
9860.0,FUTURE BUILDINGS,alphv,2023-07-26,Canada,Construction,,,,
9859.0,npauctionscom (copartcom),alphv,2023-07-26,USA,Retail,,,,
9858.0,FABREGA MOLINO (fmmcompa),alphv,2023-07-26,Panama,Services,,,,
9857.0,Electronic SYSTEMS SpA,alphv,2023-07-26,Italy,Technology,,,,
9855.0,lclattorneyscom,alphv,2023-07-26,USA,Services,,,,
9854.0,The Zalkin Law Firm PC,alphv,2023-07-26,USA,Services,,,,
9853.0,b&h patterninc,alphv,2023-07-26,USA,Industrial,,,,
9852.0,CA de Seguros La Occidental,alphv,2023-07-26,Venezuela,Finance,,,,
9851.0,JK Residential Services,alphv,2023-07-26,USA,Services,,,,
9850.0,Lisa Logística,alphv,2023-07-26,Brazil,Transportation,,,,
9849.0,Sasacom Malaysian,alphv,2023-07-26,Malaysia,Retail,,,,
16133.0,GBA GROUP,incransom,2024-06-28,UK,Transportation,2500,,,
16131.0,equinocioplay,ransomhub,2024-06-27,Brazil,Media,,,,
9846.0,Eastern Cape Gambling Board,alphv,2023-07-26,South Africa,Entertainment,,,,
9845.0,Banco Comercial do Huambo,alphv,2023-07-26,Angola,Finance,,,,
9844.0,Daregal,alphv,2023-07-26,France,Services,,,,
9843.0,Saville Row Grupo GTD,alphv,2023-07-26,Chile,Retail,,,,
9842.0,Slade Shipping,alphv,2023-07-26,USA,Transportation,,,,
9841.0,Groupe ACTIVA,alphv,2023-07-26,Cameroon,Finance,,,,
9840.0,NAIVAS,alphv,2023-07-26,Kenya,Retail,,,,
9839.0,Global Polymers,alphv,2023-07-26,USA,Industrial,,,,
9838.0,eHazardcom and ArcWearcom,alphv,2023-07-26,USA,Education,,,,
9837.0,accesscontrolsecuritycom,alphv,2023-07-26,USA,Technology,,,,
9836.0,Aeco was A lot of confidential customer was stolen,alphv,2023-07-26,Italy,Technology,,,,
9835.0,ambitco | finvestambitco Private Financial,alphv,2023-07-26,India,Finance,,,,
9834.0,Grupo Cativa was Huge amounts of critical information have been stolen,alphv,2023-07-26,Brazil,Industrial,,,,
9833.0,Sun Pharmaceutical Industries Ltd,alphv,2023-07-26,India,Healthcare,,,,
9832.0,CASEPOINT pt2,alphv,2023-07-26,USA,Technology,,,,
9831.0,Stylish Fabric (stylishfabriccom),alphv,2023-07-26,USA,Consumer,,,,
9830.0,casepointcom (UPDATE),alphv,2023-07-26,USA,Technology,,,,
9828.0,Amber Court 2020,alphv,2023-07-26,USA,Technology,,,,
9827.0,Azimutit,alphv,2023-07-26,Italy,Finance,,,,
9825.0,Republicbz,alphv,2023-07-26,USA,Industrial,,,,
9824.0,FajarPaper,alphv,2023-07-26,Indonesia,Industrial,,,,
9823.0,Reach Cooling Group,alphv,2023-07-26,USA,Industrial,,,,
9822.0,PM Medical Billing,alphv,2023-07-26,USA,Healthcare,,,,
9821.0,Libyana,alphv,2023-07-26,Libya,Technology,,,,
9820.0,Axure Software Solutions,alphv,2023-07-26,USA,Technology,,,,
9819.0,KKDICOID including companies AICC,alphv,2023-07-26,Japan,Technology,,,,
9818.0,Coteccons Group,alphv,2023-07-26,Vietnam,Construction,,,,
9817.0,Algeibacom,alphv,2023-07-26,Argentina,Technology,,,,
9816.0,Eastin Hotel Makkasan Bangkok,alphv,2023-07-26,Thailand,Services,,,,
9815.0,DivgiTTS,alphv,2023-07-26,India,Industrial,,,,
9814.0,JPW Industries (jpwindustriescom) Baileigh Industrial (baileighcom) With SpaceX,alphv,2023-07-26,USA,Industrial,,,,
9812.0,Craig & Associates,alphv,2023-07-26,USA,Finance,,,,
9811.0,Sun Pharmaceutical Industries Ltd.,alphv,2023-07-26,India,Industrial,,,,
9810.0,Globacom Limited,alphv,2023-07-26,Nigeria,Technology,,,,
9809.0,University of Salerno,rhysida,2023-07-26,Italy,Education,,,,
9808.0,Kovair Software,everest,2023-07-26,USA,Technology,,,,
9807.0,Kersey CO,8base,2023-07-26,USA,Public,,,,
9806.0,Kersey and Co,8base,2023-07-26,USA,Public,,,,
9805.0,Boom | and Analytics Consultancy,8base,2023-07-26,Australia,Technology,,,,
9804.0,Boom | &ampamp Analytics Consultancy,8base,2023-07-26,Australia,Technology,,,,
9802.0,decimal-point-analytics-pvt,ragroup,2023-07-25,USA,Finance,,,,
9801.0,Kersey & Co,8base,2023-07-25,USA,Public,,,,
9800.0,Institut Mensalus S.L.,8base,2023-07-25,Spain,Healthcare,,,,
9799.0,Miranda Brokerage,8base,2023-07-25,USA,Finance,,,,
9798.0,Spectra Industrial,8base,2023-07-25,Papua New Guinea,Industrial,,,,
9797.0,Boom | & Analytics Consultancy,8base,2023-07-25,Australia,Services,,,,
9796.0,CROWD,8base,2023-07-25,Portugal,Entertainment,,,,
9795.0,DV8 Technology Group,8base,2023-07-25,South Africa,Technology,,,,
9794.0,FANSIPAN CONSTRUCTION CONSULTANTS CO.,8base,2023-07-25,Vietnam,Construction,,,,
9793.0,EDVMS,blackbasta,2023-07-25,Germany,Technology,,,,
9792.0,Rampi Srl,noescape,2023-07-25,Italy,Industrial,,,,
9791.0,Becht Engineering,akira,2023-07-25,USA,Services,,,,
9790.0,The Sinbad Club,medusalocker,2023-07-25,Egypt,Services,,,,
9789.0,ridgeviewindustries,lockbit3,2023-07-25,USA,Industrial,,,,
9788.0,University of the West of Scotland,rhysida,2023-07-25,UK,Education,,,,
9787.0,NEBRASKALAND,alphv,2023-07-25,USA,Services,,,,
9786.0,Republic.bz,alphv,2023-07-25,USA,Media,,,,
9785.0,IT Luggage,blacksuit,2023-07-24,UK,Retail,,,,
9784.0,John Mulder Heating & Air Conditioning,play,2023-07-24,Canada,Retail,,,,
9783.0,FERRE BARNIEDO,play,2023-07-24,Mexico,Retail,,,,
9782.0,Grupo MH,play,2023-07-24,Spain,Services,,,,
9781.0,Primoteq,play,2023-07-24,Netherlands,Services,,,,
9780.0,Scharco Elektronik,play,2023-07-24,Germany,Technology,,,,
9779.0,BION_2,blackbasta,2023-07-24,USA,Industrial,,,,
9778.0,SBM,akira,2023-07-24,USA,Services,,,,
9777.0,El Milagro,akira,2023-07-24,USA,Services,,,,
9776.0,Charles & Colvard Ltd.,akira,2023-07-24,USA,Consumer,,,,
9775.0,dynamite,stormous,2023-07-24,USA,Entertainment,,,,
9774.0,Collins Aerospace (An RTX Business),bianlian,2023-07-24,USA,Public,,,,
9773.0,ebpsupply,lockbit3,2023-07-24,USA,Transportation,,,,
9772.0,EJM Engineered Systems,8base,2023-07-24,UK,Construction,,,,
9770.0,Bluelinea,ragroup,2023-07-24,France,Services,,,,
9769.0,Franklins european bathrooms,mallox,2023-07-23,New Zealand,Healthcare,,,,
9768.0,Exbon Development,8base,2023-07-23,USA,Public,,,,
9767.0,Jackson Township Police Department and Administration.,donutleaks,2023-07-23,USA,Public,,,,
9766.0,championgse,lockbit3,2023-07-23,USA,Industrial,,,,
9765.0,Cvlan,cyclops,2023-07-23,Italy,Technology,,,,
9764.0,Pechexport,cyclops,2023-07-23,Madagascar,Transportation,,,,
9763.0,THE COLLINS LAW FIRM,alphv,2023-07-23,USA,Services,,,,
9762.0,Cafe Britt,medusalocker,2023-07-23,USA,Services,,,,
9761.0,Sun Pain Management,medusalocker,2023-07-23,USA,Healthcare,,,,
9760.0,Chan and Associates,8base,2023-07-23,Canada,Services,,,,
9759.0,Chan &ampamp Associates,8base,2023-07-22,Canada,Services,,,,
9758.0,Chan & Associates,8base,2023-07-22,Canada,Services,,,,
9757.0,Siden & Associates Press Release,monti,2023-07-22,USA,Services,,,,
9756.0,Hungarian Investment Promotion Agency Press Release,monti,2023-07-22,Hungary,Finance,,,,
9755.0,Samson Electric,play,2023-07-22,USA,Industrial,,,,
9754.0,Axity,rhysida,2023-07-22,Mexico,Technology,,,,
9753.0,Bartlett,blackbasta,2023-07-22,USA,Services,,,,
9752.0,Azimut.it,alphv,2023-07-21,Italy,Services,,,,
9751.0,Yamaha Canada Music Ltd,akira,2023-07-21,Canada,Entertainment,,,,
9750.0,Hirsch Bedner Associates,alphv,2023-07-21,USA,Services,,,,
9749.0,CORDELL,alphv,2023-07-21,USA,Services,,,,
9748.0,plbint,abyss,2023-07-21,Canada,Services,,,,
9747.0,Bright Future Electric,akira,2023-07-20,USA,Energy,,,,
9746.0,Corinium Carpets,noescape,2023-07-20,UK,Construction,,,,
9745.0,Tampa General Hospital,nokoyawa,2023-07-20,USA,Healthcare,,,,
9744.0,CANAROPA Inc,nokoyawa,2023-07-20,Canada,Construction,,,,
9743.0,Campbell Killin Brittan & Ray ,alphv,2023-07-20,USA,Services,,,,
9742.0,Entegra,alphv,2023-07-20,USA,Technology,,,,
9741.0,ScanSource,cactus,2023-07-20,USA,Technology,,,,
9740.0,Confartigianato Federimpresa FC,cactus,2023-07-20,Italy,Retail,,,,
9739.0,Biocair International,cactus,2023-07-20,UK,Industrial,,,,
9738.0,American Meteorological Society,cactus,2023-07-20,USA,Unknown,,,,
9737.0,Agoravita,cactus,2023-07-20,France,Technology,,,,
9736.0,Alberto Couto Alves,cactus,2023-07-20,Portugal,Construction,,,,
9735.0,Americold,cactus,2023-07-20,USA,Transportation,,,,
9733.0,Phoenix Taxis,cactus,2023-07-20,UK,Transportation,,,,
9732.0,Rotomail Italia SpA,cactus,2023-07-20,Italy,Industrial,,,,
9731.0,Reyes Automotive Group,cactus,2023-07-20,USA,Industrial,,,,
9730.0,Artemide,cactus,2023-07-20,Italy,Industrial,,,,
9729.0,Novobit,cactus,2023-07-20,Switzerland,Industrial,,,,
9728.0,Michigan Production Machining,cactus,2023-07-20,USA,Industrial,,,,
9727.0,Italkraft,cactus,2023-07-20,USA,Construction,,,,
9726.0,Imagination,cactus,2023-07-20,UK,Media,,,,
9725.0,Hawa Sliding Solutions,cactus,2023-07-20,Switzerland,Construction,,,,
9724.0,CWS,cactus,2023-07-20,Italy,Technology,,,,
9723.0,cityservemech.co,lockbit3,2023-07-20,UK,Industrial,,,,
9719.0,Nini Collection Ltd,medusalocker,2023-07-20,USA,Consumer,,,,
9718.0,Anesco Ltd,8base,2023-07-19,UK,Energy,,,,
9717.0,ECS Technology Group,play,2023-07-19,USA,Technology,,,,
9716.0,Fernmoor Homes,play,2023-07-19,USA,Construction,,,,
9715.0,Kensington Publishing,play,2023-07-19,USA,Media,,,,
9714.0,Centennial Management,play,2023-07-19,USA,Construction,,,,
9713.0,Sea Force IX,play,2023-07-19,USA,Consumer,,,,
9712.0,Woodbine Hospitality,play,2023-07-19,USA,Services,,,,
9711.0,Retail Information Systems,bianlian,2023-07-19,USA,Retail,,,,
9710.0,Cumberland Pharmaceuticals Inc.,bianlian,2023-07-19,USA,Industrial,,,,
9708.0,Braintree Public Schools,royal,2023-07-19,USA,Education,,,,
9707.0,obeidpartners,lockbit3,2023-07-19,Lebanon,Services,,,,
9706.0,Lumberton Independent School District,rhysida,2023-07-19,USA,Education,,,,
9705.0,DMA,clop,2023-07-19,USA,Technology,,,,
9704.0,PWCCLINETSANDDOCUMENTS,clop,2023-07-19,UK,Services,,,,
9703.0,VOG,alphv,2023-07-19,Italy,Industrial,,,,
9702.0,EA SMITH,alphv,2023-07-19,Norway,Construction,,,,
9701.0,The Estée Lauder Companies,alphv,2023-07-18,USA,Healthcare,,,,
9700.0,DTD Express,medusalocker,2023-07-18,UK,Transportation,,,,
9699.0,KUITS,alphv,2023-07-18,UK,Services,,,,
9698.0,Acomen,noescape,2023-07-18,France,Healthcare,,,,
9697.0,Tampa general hospital,snatch,2023-07-18,USA,Healthcare,,,,
9696.0,Nini Collection Ltd (Nini's Jewels),medusalocker,2023-07-18,USA,Consumer,,,,
9695.0,Healthcare Springs Medical Center,medusalocker,2023-07-18,USA,Healthcare,,,,
9694.0,Girardini Holding Srl,noescape,2023-07-18,Italy,Industrial,,,,
9693.0,VENTIVTECH,clop,2023-07-18,USA,Technology,,,,
9692.0,BLUEFIN,clop,2023-07-18,USA,Finance,,,,
9691.0,ESTEELAUDER,clop,2023-07-18,USA,Industrial,,,,
9690.0,OFCOM,clop,2023-07-18,UK,Technology,,,,
9689.0,ALLEGIANTAIR,clop,2023-07-18,USA,Transportation,,,,
9688.0,ITT,clop,2023-07-18,USA,Industrial,,,,
9687.0,SMC3,clop,2023-07-18,USA,Transportation,,,,
9686.0,COMREG.IE,clop,2023-07-18,Ireland,Technology,,,,
9685.0,JONASFITNESS,clop,2023-07-18,USA,Technology,,,,
9684.0,AA,clop,2023-07-18,USA,Transportation,,,,
9683.0,suninsurance.fj,lockbit3,2023-07-18,Fiji,Finance,,,,
9682.0,lfcaire,lockbit3,2023-07-18,Egypt,Education,,,,
9681.0,berglife,lockbit3,2023-07-18,Tunisia,Industrial,,,,
9680.0,cotrelec,lockbit3,2023-07-18,France,Energy,,,,
9679.0,brockhouse.co,abyss,2023-07-18,UK,Industrial,,,,
9678.0,flexity,lockbit3,2023-07-18,Canada,Healthcare,,,,
9677.0,dixiesfed,lockbit3,2023-07-18,USA,Finance,,,,
9676.0,ope.na,lockbit3,2023-07-18,Namibia,Energy,,,,
9675.0,academia21,lockbit3,2023-07-18,Australia,Education,,,,
9674.0,CashCall,8base,2023-07-18,USA,Finance,,,,
9673.0,Wasserstrom,snatch,2023-07-18,USA,Industrial,,,,
9672.0,Ningbo Joyson Electronic Corp.,snatch,2023-07-18,China,Industrial,,,,
9671.0,Seasia Infotech,snatch,2023-07-18,USA,Technology,,,,
9668.0,Senior,stormous,2023-07-17,Brazil,Technology,,,,
9667.0,Cavanaugh,alphv,2023-07-17,USA,Services,,,,
9666.0,johnreilly.co,lockbit3,2023-07-17,UK,Construction,,,,
9665.0,hopetech,lockbit3,2023-07-17,UK,Industrial,,,,
9664.0,tractrad,abyss,2023-07-17,Germany,Unknown,,,,
9663.0,Southwest Healthcare,donutleaks,2023-07-17,USA,Healthcare,,,,
9662.0,FMGL,clop,2023-07-17,Australia,Industrial,,,,
9661.0,DESMI,clop,2023-07-17,Denmark,Industrial,,,,
9660.0,CFINS,clop,2023-07-17,USA,Finance,,,,
9659.0,COMPUCOM,clop,2023-07-17,USA,Technology,,,,
9658.0,SIERRAWIRELESS,clop,2023-07-17,Canada,Technology,,,,
9657.0,RCI,clop,2023-07-17,USA,Services,,,,
9656.0,TJX,clop,2023-07-17,USA,Industrial,,,,
9655.0,VITESCOTECHNOLOGIES,clop,2023-07-17,Germany,Industrial,,,,
9654.0,VALMET,clop,2023-07-17,Finland,Industrial,,,,
9653.0,Venture Drilling Supply,8base,2023-07-17,USA,Industrial,,,,
9652.0,IRIS Informatique,rhysida,2023-07-17,France,Technology,,,,
9651.0,ICTCollege,rhysida,2023-07-17,Netherlands,Education,,,,
9649.0,Stephen F. Austin State University,rhysida,2023-07-16,USA,Education,,,,
9648.0,selmi,lockbit3,2023-07-16,Brazil,Industrial,,,,
9647.0,stri.se,abyss,2023-07-16,Sweden,Technology,,,,
9646.0,Baumschlager Hutter Partners Business Information,alphv,2023-07-16,Germany,Construction,,,,
9645.0,arb.ch,abyss,2023-07-16,Switzerland,Industrial,,,,
9644.0,Meteksan Defence Industry,moneymessage,2023-07-15,Turkey,Public,,,,
9643.0,Propper International,moneymessage,2023-07-15,USA,Industrial,,,,
9642.0,equmedia,lockbit3,2023-07-15,Spain,Services,,,,
9641.0,jasperpictures,stormous,2023-07-15,Australia,Energy,,,,
9640.0,magnumphotos,lockbit3,2023-07-15,UK,Energy,,,,
9639.0,co.langlade.wi,lockbit3,2023-07-15,USA,Public,,,,
9638.0,energym.co.il,lockbit3,2023-07-15,Israel,Entertainment,,,,
9637.0,province.namur,lockbit3,2023-07-15,Belgium,Public,,,,
9636.0,hgc.hk,lockbit3,2023-07-15,China,Technology,,,,
9635.0,greatlakesmbpm,lockbit3,2023-07-15,USA,Healthcare,,,,
9634.0,konradmr,lockbit3,2023-07-15,Germany,Energy,,,,
9633.0,Highland Healthcare Systems,alphv,2023-07-15,USA,Healthcare,,,,
9632.0,Chin Hin Group,alphv,2023-07-14,Malaysia,Construction,,,,
9631.0,Ministry of Energy and Mines (Cuba) STORMOUS + GhostSec,stormous,2023-07-14,Cuba,Public,,,,
9630.0,Caterham High School,rhysida,2023-07-14,UK,Education,,,,
9629.0,Superloop ISP,cyclops,2023-07-14,Australia,Technology,,,,
9628.0,HESS,clop,2023-07-14,USA,Energy,,,,
9627.0,PRGX,clop,2023-07-14,USA,Unknown,,,,
9626.0,GRACE,clop,2023-07-14,USA,Public,,,,
9625.0,NOTABLEFRONTIER,clop,2023-07-14,Malaysia,Technology,,,,
9624.0,Burton & South Derbyshire College,noescape,2023-07-14,UK,Education,,,,
9623.0,Jordan Airmotive Ltd,noescape,2023-07-14,Jordan,Transportation,,,,
9622.0,MYCWT,clop,2023-07-14,USA,Services,,,,
9621.0,SCHNABELENG,clop,2023-07-14,USA,Services,,,,
9620.0,ARIETISHealthcare,clop,2023-07-14,USA,Healthcare,,,,
9619.0,PINNACLETPA,clop,2023-07-14,USA,Healthcare,,,,
9618.0,REPSOLSINOPECUK,clop,2023-07-14,UK,Energy,,,,
9617.0,JTI,clop,2023-07-14,Switzerland,Consumer,,,,
9616.0,eyedoc.na,lockbit3,2023-07-14,Namibia,Healthcare,,,,
9615.0,CPA Advisors Group,8base,2023-07-14,USA,Finance,,,,
9614.0,Info Salons,8base,2023-07-14,Australia,Technology,,,,
9613.0,The Big Life group,rhysida,2023-07-14,UK,Energy,,,,
9610.0,Gerber Childrenswear,akira,2023-07-13,USA,Consumer,,,,
9609.0,Blackjewel L.L.C.,lockbit3,2023-07-13,USA,Energy,,,,
9608.0,VOSS.NET,clop,2023-07-13,Germany,Industrial,,,,
9607.0,UFCU,clop,2023-07-13,USA,Finance,,,,
9606.0,YAKULT.PH,clop,2023-07-13,Philippines,Services,,,,
9605.0,ROCHESTER.EDU,clop,2023-07-13,USA,Education,,,,
9604.0,Lyon and Healy,bianlian,2023-07-13,USA,Industrial,,,,
9603.0,PAYCOM,clop,2023-07-13,USA,Technology,,,,
9602.0,MOTHERSON,clop,2023-07-13,USA,Industrial,,,,
9601.0,ASPENTECH,clop,2023-07-13,USA,Technology,,,,
9600.0,DISCOVERY,clop,2023-07-13,USA,Media,,,,
9599.0,SHUTTERFLY,clop,2023-07-13,USA,Industrial,,,,
9598.0,Dental One Craigieburn,8base,2023-07-13,Australia,Healthcare,,,,
9597.0,Jadranka Group,8base,2023-07-13,Croatia,Services,,,,
9596.0,Quikcard Solutions Inc.,8base,2023-07-13,Canada,Services,,,,
9595.0,The Traffic Tech,8base,2023-07-13,USA,Transportation,,,,
9594.0,Telepizza,8base,2023-07-13,Spain,Services,,,,
9593.0,BTU,8base,2023-07-13,Argentina,Construction,,,,
9592.0,ANL Packaging,8base,2023-07-13,France,Industrial,,,,
9591.0,Ministry of Foreign Trade STORMOUS + GhostSec,stormous,2023-07-12,Cuba,Public,,,,
9590.0,Ministerio de Cultura de la Republica de Cuba STORMOUS + GhostSec,stormous,2023-07-12,Cuba,Public,,,,
9589.0,Ministry of Energy and Mines (Cuba) STORMOUS + GhostSec,stormous,2023-07-12,Cuba,Public,,,,
9588.0,CLEARESULT,clop,2023-07-12,USA,Energy,,,,
9587.0,HONEYWELL,clop,2023-07-12,USA,Energy,,,,
9586.0,TGIDIRECT,clop,2023-07-12,USA,Healthcare,,,,
9585.0,NASCO,clop,2023-07-12,USA,Healthcare,,,,
9584.0,JACKENTERTAINMENT,clop,2023-07-12,USA,Entertainment,,,,
9583.0,AINT,clop,2023-07-12,USA,Technology,,,,
9582.0,AMCTHEATRES,clop,2023-07-12,USA,Entertainment,,,,
9581.0,SLB,clop,2023-07-12,USA,Energy,,,,
9580.0,GRIPA,clop,2023-07-12,USA,Healthcare,,,,
9579.0,RADIUSGS,clop,2023-07-12,USA,Technology,,,,
9578.0,Bitimen exchange,arvin club,2023-07-12,Iran,Energy,,,,
9577.0,affinityHealthcareservices.ne,lockbit3,2023-07-12,Netherlands,Healthcare,,,,
9576.0,Mission Parks,bianlian,2023-07-12,USA,Healthcare,,,,
9574.0,Henock Construction,bianlian,2023-07-12,USA,Construction,,,,
9573.0,ATS Infrastructure,bianlian,2023-07-12,India,Industrial,,,,
9572.0,Innodis Group,noescape,2023-07-12,Mauritius,Services,,,,
9571.0,Maruchan Inc,alphv,2023-07-12,Japan,Services,,,,
9570.0,Amber Court 2020,alphv,2023-07-12,USA,Services,,,,
9569.0,Algeiba,alphv,2023-07-12,Argentina,Technology,,,,
9568.0,SMSSME,alphv,2023-07-12,Singapore,Transportation,,,,
9567.0,Eastin Hotel Makkasan Bangkok,alphv,2023-07-12,Thailand,Services,,,,
9566.0,DivgiTTS,alphv,2023-07-12,India,Industrial,,,,
9565.0,Schmidt Salzman & Moran,akira,2023-07-12,USA,Services,,,,
9564.0,Wright Moore DeHart Dupuis & Hutchinson,alphv,2023-07-12,USA,Services,,,,
9563.0,Better System Co.,qilin,2023-07-12,Thailand,Transportation,,,,
9562.0,Protactics,noescape,2023-07-12,Colombia,Technology,,,,
9561.0,mamboafricaadventure,stormous,2023-07-11,Tanzania,Services,,,,
9560.0,archiplusinter,stormous,2023-07-11,China,Industrial,,,,
9559.0,treenovum,stormous,2023-07-11,Spain,Technology,,,,
9558.0,Nipun Consultancy,stormous,2023-07-11,India,Services,,,,
9556.0,A123 Systems,akira,2023-07-11,USA,Industrial,,,,
9555.0,CONSOLENERGY,clop,2023-07-11,USA,Industrial,,,,
9554.0,KALEAERO,clop,2023-07-11,Turkey,Industrial,,,,
9553.0,AGILYSYS,clop,2023-07-11,USA,Technology,,,,
9552.0,SCCU,clop,2023-07-11,USA,Finance,,,,
9551.0,ARVATO,clop,2023-07-11,Germany,Technology,,,,
9550.0,RITEAID,clop,2023-07-11,USA,Healthcare,,,,
9549.0,PIONEERELECTRONICS,clop,2023-07-11,USA,Services,,,,
9548.0,BAM.GT,clop,2023-07-11,Guatemala,Finance,,,,
9547.0,TOMTOM,clop,2023-07-11,Netherlands,Technology,,,,
9546.0,EMERSON,clop,2023-07-11,USA,Technology,,,,
9545.0,MicroPort Scientific / LivaNova,qilin,2023-07-11,China,Healthcare,,,,
9544.0,panoramaeyecare,lockbit3,2023-07-11,USA,Unknown,,,,
9543.0,Weitkamp · Hirsch and Kollegen Steuerberatungsgesellschaft mbH,8base,2023-07-11,Germany,Services,,,,
9542.0,Pesquera Diamante S.A.,8base,2023-07-11,Peru,Consumer,,,,
9540.0,Motor Components,8base,2023-07-11,USA,Industrial,,,,
9539.0,Citelis Mobility,8base,2023-07-11,Mexico,Industrial,,,,
9538.0,Advanced Fiberglass Industries,8base,2023-07-11,United Arab Emirates,Industrial,,,,
9537.0,Danbury Public Schools,8base,2023-07-11,USA,Education,,,,
9536.0,Kansas medical center ,8base,2023-07-11,USA,Healthcare,,,,
9535.0,gis4.addisonil,cuba,2023-07-11,USA,Services,,,,
9534.0,Customer Elation Business Information,ransomhouse,2023-07-10,USA,Services,,,,
9533.0,RADISSONHOTELSAMERICAS,clop,2023-07-10,USA,Services,,,,
9532.0,WESTAT,clop,2023-07-10,USA,Unknown,,,,
9531.0,JPRMP,clop,2023-07-10,USA,Finance,,,,
9530.0,FMFCU,clop,2023-07-10,USA,Finance,,,,
9529.0,JHU.EDU,clop,2023-07-10,USA,Education,,,,
9528.0,VISIONWARE.CA,clop,2023-07-10,Canada,Technology,,,,
9527.0,UMASSMED.EDU,clop,2023-07-10,USA,Education,,,,
9526.0,VRM,clop,2023-07-10,Germany,Media,,,,
9525.0,SMA,clop,2023-07-10,Germany,Energy,,,,
